 ,Fungal,Mated,Cohabit,Male,est,day,Treatment,Sex,Mating_status,male_fun,male_mat,fun_mated,lower,upper,Day,int_colour
254,1,0,1,0,0.283624742,11,Inoculated,female,Cohabiting,0,0,0,0.241654619,0.333547401,11,Cohabit female
255,1,0,1,0,0.197258648,12,Inoculated,female,Cohabiting,0,0,0,0.159196685,0.242549,12,Cohabit female
256,1,0,1,0,0.156635019,13,Inoculated,female,Cohabiting,0,0,0,0.123751988,0.193127106,13,Cohabit female
257,1,0,1,0,0.117629754,14,Inoculated,female,Cohabiting,0,0,0,0.088232811,0.148897469,14,Cohabit female
258,1,0,1,0,0.090663563,15,Inoculated,female,Cohabiting,0,0,0,0.06450527,0.118833692,15,Cohabit female
259,1,0,1,0,0.067113664,16,Inoculated,female,Cohabiting,0,0,0,0.0435213,0.091347262,16,Cohabit female
260,1,0,1,0,0.047734338,17,Inoculated,female,Cohabiting,0,0,0,0.027323204,0.068347619,17,Cohabit female
261,1,0,1,0,0.033667751,18,Inoculated,female,Cohabiting,0,0,0,0.017313293,0.051500688,18,Cohabit female
262,1,0,1,0,0.026544139,19,Inoculated,female,Cohabiting,0,0,0,0.012621834,0.042636895,19,Cohabit female
263,1,0,1,0,0.020326411,20,Inoculated,female,Cohabiting,0,0,0,0.008934919,0.03444072,20,Cohabit female
264,1,0,1,0,0.014677563,21,Inoculated,female,Cohabiting,0,0,0,0.005599051,0.02693547,21,Cohabit female
